compound_id,target_id,target_name,assay_id,standard_type,standard_value,standard_units,pchembl_value,activity_type,source,MW,LogP,HBA,HBD
CHEMBL1000632,CHEMBL231,Histamine H1 receptor,CHEMBL1900063,Ki,2.5,nM,8.6,BINDING,ChEMBL,287.0,1.45,3,3
CHEMBL1000633,CHEMBL218,Dopamine D2 receptor,CHEMBL1900063,IC50,4.4,nM,8.36,BINDING,ChEMBL,406.2,2.92,3,3
CHEMBL1000634,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900063,Ki,16740.83,nM,4.78,BINDING,ChEMBL,281.1,3.51,4,0
CHEMBL1000635,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900063,IC50,29.5,nM,7.53,BINDING,ChEMBL,352.0,1.69,2,0
CHEMBL1000636,CHEMBL219,D1 dopamine receptor,CHEMBL1900063,Ki,1671.72,nM,5.78,BINDING,ChEMBL,317.1,3.15,2,0
CHEMBL1000637,CHEMBL205,Histamine H2 receptor,CHEMBL1900063,Ki,0.07,nM,10.13,BINDING,ChEMBL,395.8,3.22,2,1
CHEMBL1000638,CHEMBL302,Cyclooxygenase-1,CHEMBL1900063,Ki,0.27,nM,9.57,BINDING,ChEMBL,295.1,3.9,2,3
CHEMBL1000639,CHEMBL388,Tumor necrosis factor,CHEMBL1900063,EC50,9801.83,nM,5.01,BINDING,ChEMBL,310.3,4.56,2,0
CHEMBL1000640,CHEMBL231,Histamine H1 receptor,CHEMBL1900064,IC50,39.19,nM,7.41,BINDING,ChEMBL,327.0,3.88,1,0
CHEMBL1000641,CHEMBL218,Dopamine D2 receptor,CHEMBL1900064,Ki,34.74,nM,7.46,BINDING,ChEMBL,454.0,3.65,3,0
CHEMBL1000642,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900064,Ki,194.11,nM,6.71,BINDING,ChEMBL,283.9,1.0,4,3
CHEMBL1000643,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900064,EC50,144.54,nM,6.84,BINDING,ChEMBL,365.6,3.14,1,2
CHEMBL1000644,CHEMBL219,D1 dopamine receptor,CHEMBL1900064,Ki,5302.01,nM,5.28,BINDING,ChEMBL,359.5,1.67,5,3
CHEMBL1000645,CHEMBL205,Histamine H2 receptor,CHEMBL1900064,IC50,519.28,nM,6.28,BINDING,ChEMBL,259.9,0.72,3,3
CHEMBL1000646,CHEMBL302,Cyclooxygenase-1,CHEMBL1900064,Ki,61033.74,nM,4.21,BINDING,ChEMBL,327.7,2.5,1,1
CHEMBL1000647,CHEMBL388,Tumor necrosis factor,CHEMBL1900064,IC50,1.2,nM,8.92,BINDING,ChEMBL,397.4,4.2,8,0
CHEMBL1000648,CHEMBL231,Histamine H1 receptor,CHEMBL1900064,IC50,479.49,nM,6.32,BINDING,ChEMBL,428.4,5.58,0,2
CHEMBL1000649,CHEMBL218,Dopamine D2 receptor,CHEMBL1900064,Ki,35.81,nM,7.45,BINDING,ChEMBL,345.5,2.8,1,3
CHEMBL1000650,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900065,IC50,6190.04,nM,5.21,BINDING,ChEMBL,430.3,2.14,5,2
CHEMBL1000651,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900065,Ki,3057.71,nM,5.51,BINDING,ChEMBL,427.4,2.98,4,0
CHEMBL1000652,CHEMBL219,D1 dopamine receptor,CHEMBL1900065,IC50,14.33,nM,7.84,BINDING,ChEMBL,293.1,2.64,2,0
CHEMBL1000653,CHEMBL205,Histamine H2 receptor,CHEMBL1900065,IC50,37.43,nM,7.43,BINDING,ChEMBL,240.2,3.92,4,4
CHEMBL1000654,CHEMBL302,Cyclooxygenase-1,CHEMBL1900065,IC50,27242.72,nM,4.56,BINDING,ChEMBL,361.0,0.24,2,5
CHEMBL1000655,CHEMBL388,Tumor necrosis factor,CHEMBL1900065,IC50,108925.35,nM,3.96,BINDING,ChEMBL,217.0,3.24,1,0
CHEMBL1000656,CHEMBL231,Histamine H1 receptor,CHEMBL1900065,EC50,5807.93,nM,5.24,BINDING,ChEMBL,358.2,2.14,3,2
CHEMBL1000657,CHEMBL218,Dopamine D2 receptor,CHEMBL1900065,Ki,554476.6,nM,3.26,BINDING,ChEMBL,336.3,4.0,3,1
CHEMBL1000658,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900065,Ki,7207.04,nM,5.14,BINDING,ChEMBL,396.4,2.61,3,4
CHEMBL1000659,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900065,EC50,9.75,nM,8.01,BINDING,ChEMBL,307.8,4.12,3,0
CHEMBL1000660,CHEMBL219,D1 dopamine receptor,CHEMBL1900066,Ki,11568.52,nM,4.94,BINDING,ChEMBL,416.2,3.34,3,2
CHEMBL1000661,CHEMBL205,Histamine H2 receptor,CHEMBL1900066,EC50,33526.8,nM,4.47,BINDING,ChEMBL,393.8,0.89,1,4
CHEMBL1000662,CHEMBL302,Cyclooxygenase-1,CHEMBL1900066,Ki,119.19,nM,6.92,BINDING,ChEMBL,294.1,3.0,1,2
CHEMBL1000663,CHEMBL388,Tumor necrosis factor,CHEMBL1900066,IC50,2807.78,nM,5.55,BINDING,ChEMBL,327.3,0.07,8,5
CHEMBL1000664,CHEMBL231,Histamine H1 receptor,CHEMBL1900066,IC50,2138.76,nM,5.67,BINDING,ChEMBL,508.4,3.27,3,2
CHEMBL1000665,CHEMBL218,Dopamine D2 receptor,CHEMBL1900066,IC50,16205.92,nM,4.79,BINDING,ChEMBL,438.5,-0.23,2,1
CHEMBL1000666,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900066,EC50,34.11,nM,7.47,BINDING,ChEMBL,451.0,3.28,4,1
CHEMBL1000667,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900066,Ki,472.23,nM,6.33,BINDING,ChEMBL,281.7,1.73,3,2
CHEMBL1000668,CHEMBL219,D1 dopamine receptor,CHEMBL1900066,IC50,117.92,nM,6.93,BINDING,ChEMBL,384.9,2.98,3,4
CHEMBL1000669,CHEMBL205,Histamine H2 receptor,CHEMBL1900066,IC50,13.17,nM,7.88,BINDING,ChEMBL,338.2,1.71,0,4
CHEMBL1000670,CHEMBL302,Cyclooxygenase-1,CHEMBL1900067,Ki,1907.25,nM,5.72,BINDING,ChEMBL,422.4,2.23,3,3
CHEMBL1000671,CHEMBL388,Tumor necrosis factor,CHEMBL1900067,IC50,13.79,nM,7.86,BINDING,ChEMBL,436.0,3.76,4,1
CHEMBL1000672,CHEMBL231,Histamine H1 receptor,CHEMBL1900067,IC50,123196.61,nM,3.91,BINDING,ChEMBL,258.2,1.58,2,3
CHEMBL1000673,CHEMBL218,Dopamine D2 receptor,CHEMBL1900067,Ki,57573.66,nM,4.24,BINDING,ChEMBL,367.9,0.16,4,1
CHEMBL1000674,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900067,IC50,13.14,nM,7.88,BINDING,ChEMBL,406.2,4.26,3,5
CHEMBL1000675,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900067,EC50,6694.01,nM,5.17,BINDING,ChEMBL,483.9,2.54,1,1
CHEMBL1000676,CHEMBL219,D1 dopamine receptor,CHEMBL1900067,IC50,113081.62,nM,3.95,BINDING,ChEMBL,419.0,0.02,2,2
CHEMBL1000677,CHEMBL205,Histamine H2 receptor,CHEMBL1900067,Ki,1497.99,nM,5.82,BINDING,ChEMBL,300.6,1.17,6,3
CHEMBL1000678,CHEMBL302,Cyclooxygenase-1,CHEMBL1900067,IC50,0.08,nM,10.08,BINDING,ChEMBL,395.8,2.98,3,2
CHEMBL1000679,CHEMBL388,Tumor necrosis factor,CHEMBL1900067,EC50,727.78,nM,6.14,BINDING,ChEMBL,366.9,4.86,3,4
CHEMBL1000680,CHEMBL231,Histamine H1 receptor,CHEMBL1900068,EC50,18037.29,nM,4.74,BINDING,ChEMBL,341.2,2.28,4,2
CHEMBL1000681,CHEMBL218,Dopamine D2 receptor,CHEMBL1900068,Ki,2.64,nM,8.58,BINDING,ChEMBL,533.1,0.38,5,0
CHEMBL1000682,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900068,IC50,37670.36,nM,4.42,BINDING,ChEMBL,391.1,0.38,2,1
CHEMBL1000683,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900068,IC50,2833.63,nM,5.55,BINDING,ChEMBL,313.9,2.85,1,2
CHEMBL1000684,CHEMBL219,D1 dopamine receptor,CHEMBL1900068,IC50,339.85,nM,6.47,BINDING,ChEMBL,395.3,2.35,6,2
CHEMBL1000685,CHEMBL205,Histamine H2 receptor,CHEMBL1900068,Ki,174.99,nM,6.76,BINDING,ChEMBL,284.3,3.15,1,2
CHEMBL1000686,CHEMBL302,Cyclooxygenase-1,CHEMBL1900068,IC50,82635.56,nM,4.08,BINDING,ChEMBL,324.2,2.06,4,2
CHEMBL1000687,CHEMBL388,Tumor necrosis factor,CHEMBL1900068,EC50,0.13,nM,9.88,BINDING,ChEMBL,170.4,2.73,5,3
CHEMBL1000688,CHEMBL231,Histamine H1 receptor,CHEMBL1900068,EC50,8042.26,nM,5.09,BINDING,ChEMBL,370.1,3.47,0,1
CHEMBL1000689,CHEMBL218,Dopamine D2 receptor,CHEMBL1900068,Ki,2971.56,nM,5.53,BINDING,ChEMBL,389.4,1.21,4,4
CHEMBL1000690,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900069,Ki,35054.62,nM,4.46,BINDING,ChEMBL,362.8,1.04,1,2
CHEMBL1000691,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900069,Ki,22.94,nM,7.64,BINDING,ChEMBL,428.8,0.6,2,2
CHEMBL1000692,CHEMBL219,D1 dopamine receptor,CHEMBL1900069,IC50,190.93,nM,6.72,BINDING,ChEMBL,450.9,3.24,0,1
CHEMBL1000693,CHEMBL205,Histamine H2 receptor,CHEMBL1900069,Ki,110307.6,nM,3.96,BINDING,ChEMBL,347.4,1.88,4,2
CHEMBL1000694,CHEMBL302,Cyclooxygenase-1,CHEMBL1900069,EC50,15.32,nM,7.81,BINDING,ChEMBL,366.7,1.94,3,4
CHEMBL1000695,CHEMBL388,Tumor necrosis factor,CHEMBL1900069,IC50,218383.97,nM,3.66,BINDING,ChEMBL,379.0,0.43,1,3
CHEMBL1000696,CHEMBL231,Histamine H1 receptor,CHEMBL1900069,Ki,122.51,nM,6.91,BINDING,ChEMBL,298.8,4.28,2,1
CHEMBL1000697,CHEMBL218,Dopamine D2 receptor,CHEMBL1900069,Ki,6440.07,nM,5.19,BINDING,ChEMBL,360.0,2.06,4,3
CHEMBL1000698,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900069,Ki,1057.69,nM,5.98,BINDING,ChEMBL,289.6,2.38,3,2
CHEMBL1000699,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900069,Ki,63365.74,nM,4.2,BINDING,ChEMBL,250.5,3.65,2,1
CHEMBL1000700,CHEMBL219,D1 dopamine receptor,CHEMBL1900070,Ki,1649.88,nM,5.78,BINDING,ChEMBL,470.4,1.2,3,1
CHEMBL1000701,CHEMBL205,Histamine H2 receptor,CHEMBL1900070,IC50,29089.28,nM,4.54,BINDING,ChEMBL,438.1,3.09,2,0
CHEMBL1000702,CHEMBL302,Cyclooxygenase-1,CHEMBL1900070,Ki,163.11,nM,6.79,BINDING,ChEMBL,427.2,3.35,3,3
CHEMBL1000703,CHEMBL388,Tumor necrosis factor,CHEMBL1900070,Ki,959512.99,nM,3.02,BINDING,ChEMBL,425.6,1.84,3,4
CHEMBL1000704,CHEMBL231,Histamine H1 receptor,CHEMBL1900070,Ki,6178.06,nM,5.21,BINDING,ChEMBL,367.6,4.51,5,1
CHEMBL1000705,CHEMBL218,Dopamine D2 receptor,CHEMBL1900070,Ki,914028.69,nM,3.04,BINDING,ChEMBL,316.3,3.25,3,1
CHEMBL1000706,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900070,IC50,236.54,nM,6.63,BINDING,ChEMBL,298.7,3.0,3,0
CHEMBL1000707,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900070,IC50,1019.48,nM,5.99,BINDING,ChEMBL,399.5,4.25,1,2
CHEMBL1000708,CHEMBL219,D1 dopamine receptor,CHEMBL1900070,IC50,72058.75,nM,4.14,BINDING,ChEMBL,334.4,3.16,2,1
CHEMBL1000709,CHEMBL205,Histamine H2 receptor,CHEMBL1900070,Ki,36.86,nM,7.43,BINDING,ChEMBL,330.2,2.9,5,1
CHEMBL1000710,CHEMBL302,Cyclooxygenase-1,CHEMBL1900071,EC50,5086.86,nM,5.29,BINDING,ChEMBL,481.0,0.78,5,0
CHEMBL1000711,CHEMBL388,Tumor necrosis factor,CHEMBL1900071,Ki,3068.18,nM,5.51,BINDING,ChEMBL,322.4,2.51,4,3
CHEMBL1000712,CHEMBL231,Histamine H1 receptor,CHEMBL1900071,IC50,1089.3,nM,5.96,BINDING,ChEMBL,408.4,4.17,3,3
CHEMBL1000713,CHEMBL218,Dopamine D2 receptor,CHEMBL1900071,Ki,44388.48,nM,4.35,BINDING,ChEMBL,455.1,3.36,4,3
CHEMBL1000714,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900071,EC50,16.95,nM,7.77,BINDING,ChEMBL,299.1,2.92,4,2
CHEMBL1000715,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900071,Ki,163.07,nM,6.79,BINDING,ChEMBL,197.2,3.33,5,0
CHEMBL1000716,CHEMBL219,D1 dopamine receptor,CHEMBL1900071,Ki,5.7,nM,8.24,BINDING,ChEMBL,361.5,0.3,2,0
CHEMBL1000717,CHEMBL205,Histamine H2 receptor,CHEMBL1900071,IC50,4928.01,nM,5.31,BINDING,ChEMBL,481.1,0.19,2,3
CHEMBL1000718,CHEMBL302,Cyclooxygenase-1,CHEMBL1900071,EC50,174.51,nM,6.76,BINDING,ChEMBL,428.1,3.62,2,1
CHEMBL1000719,CHEMBL388,Tumor necrosis factor,CHEMBL1900071,IC50,3720.48,nM,5.43,BINDING,ChEMBL,334.5,3.39,1,1
CHEMBL1000720,CHEMBL231,Histamine H1 receptor,CHEMBL1900072,IC50,536.62,nM,6.27,BINDING,ChEMBL,406.3,2.41,1,0
CHEMBL1000721,CHEMBL218,Dopamine D2 receptor,CHEMBL1900072,IC50,7.94,nM,8.1,BINDING,ChEMBL,401.7,5.27,1,4
CHEMBL1000722,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900072,IC50,19089.21,nM,4.72,BINDING,ChEMBL,378.8,3.15,2,2
CHEMBL1000723,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900072,IC50,88557.81,nM,4.05,BINDING,ChEMBL,514.3,2.68,2,3
CHEMBL1000724,CHEMBL219,D1 dopamine receptor,CHEMBL1900072,IC50,842.88,nM,6.07,BINDING,ChEMBL,310.8,6.08,2,1
CHEMBL1000725,CHEMBL205,Histamine H2 receptor,CHEMBL1900072,EC50,121364.77,nM,3.92,BINDING,ChEMBL,361.3,3.07,5,1
CHEMBL1000726,CHEMBL302,Cyclooxygenase-1,CHEMBL1900072,EC50,664532.08,nM,3.18,BINDING,ChEMBL,242.8,1.92,2,3
CHEMBL1000727,CHEMBL388,Tumor necrosis factor,CHEMBL1900072,EC50,98.6,nM,7.01,BINDING,ChEMBL,374.4,2.7,2,0
CHEMBL1000728,CHEMBL231,Histamine H1 receptor,CHEMBL1900072,Ki,8769.05,nM,5.06,BINDING,ChEMBL,374.1,3.42,1,6
CHEMBL1000729,CHEMBL218,Dopamine D2 receptor,CHEMBL1900072,Ki,2.43,nM,8.61,BINDING,ChEMBL,375.1,0.72,3,5
CHEMBL1000730,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900073,IC50,1000000.0,nM,3.0,BINDING,ChEMBL,192.2,2.85,1,1
CHEMBL1000731,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900073,IC50,1014.19,nM,5.99,BINDING,ChEMBL,428.1,2.51,5,1
CHEMBL1000732,CHEMBL219,D1 dopamine receptor,CHEMBL1900073,IC50,75.43,nM,7.12,BINDING,ChEMBL,357.3,2.04,4,1
CHEMBL1000733,CHEMBL205,Histamine H2 receptor,CHEMBL1900073,IC50,1398.84,nM,5.85,BINDING,ChEMBL,274.5,3.47,4,2
CHEMBL1000734,CHEMBL302,Cyclooxygenase-1,CHEMBL1900073,Ki,823170.22,nM,3.08,BINDING,ChEMBL,276.9,2.48,1,1
CHEMBL1000735,CHEMBL388,Tumor necrosis factor,CHEMBL1900073,Ki,889.17,nM,6.05,BINDING,ChEMBL,347.7,4.1,6,0
CHEMBL1000736,CHEMBL231,Histamine H1 receptor,CHEMBL1900073,Ki,286.99,nM,6.54,BINDING,ChEMBL,414.0,2.43,6,2
CHEMBL1000737,CHEMBL218,Dopamine D2 receptor,CHEMBL1900073,EC50,169700.31,nM,3.77,BINDING,ChEMBL,365.8,3.98,4,2
CHEMBL1000738,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900073,IC50,98.42,nM,7.01,BINDING,ChEMBL,293.9,1.81,1,3
CHEMBL1000739,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900073,IC50,1000000.0,nM,3.0,BINDING,ChEMBL,445.9,2.48,2,2
CHEMBL1000740,CHEMBL219,D1 dopamine receptor,CHEMBL1900074,IC50,1.6,nM,8.8,BINDING,ChEMBL,292.5,3.26,2,1
CHEMBL1000741,CHEMBL205,Histamine H2 receptor,CHEMBL1900074,Ki,10195.98,nM,4.99,BINDING,ChEMBL,356.3,2.15,2,4
CHEMBL1000742,CHEMBL302,Cyclooxygenase-1,CHEMBL1900074,IC50,36117.73,nM,4.44,BINDING,ChEMBL,352.7,2.07,3,3
CHEMBL1000743,CHEMBL388,Tumor necrosis factor,CHEMBL1900074,Ki,1172.56,nM,5.93,BINDING,ChEMBL,307.7,3.43,3,2
CHEMBL1000744,CHEMBL231,Histamine H1 receptor,CHEMBL1900074,IC50,509.91,nM,6.29,BINDING,ChEMBL,436.5,2.5,2,3
CHEMBL1000745,CHEMBL218,Dopamine D2 receptor,CHEMBL1900074,IC50,1000000.0,nM,3.0,BINDING,ChEMBL,257.4,0.12,3,3
CHEMBL1000746,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900074,EC50,32.75,nM,7.48,BINDING,ChEMBL,278.9,2.31,2,0
CHEMBL1000747,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900074,EC50,135.43,nM,6.87,BINDING,ChEMBL,323.3,3.56,0,3
CHEMBL1000748,CHEMBL219,D1 dopamine receptor,CHEMBL1900074,EC50,867.4,nM,6.06,BINDING,ChEMBL,358.0,2.24,3,1
CHEMBL1000749,CHEMBL205,Histamine H2 receptor,CHEMBL1900074,IC50,12389.16,nM,4.91,BINDING,ChEMBL,381.1,3.32,2,1
CHEMBL1000750,CHEMBL302,Cyclooxygenase-1,CHEMBL1900075,EC50,12744.04,nM,4.89,BINDING,ChEMBL,364.6,1.26,3,3
CHEMBL1000751,CHEMBL388,Tumor necrosis factor,CHEMBL1900075,EC50,25.41,nM,7.6,BINDING,ChEMBL,289.7,2.36,2,5
CHEMBL1000752,CHEMBL231,Histamine H1 receptor,CHEMBL1900075,IC50,127.81,nM,6.89,BINDING,ChEMBL,220.1,4.03,5,5
CHEMBL1000753,CHEMBL218,Dopamine D2 receptor,CHEMBL1900075,EC50,5.1,nM,8.29,BINDING,ChEMBL,517.8,3.22,1,3
CHEMBL1000754,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900075,Ki,113783.49,nM,3.94,BINDING,ChEMBL,312.2,1.65,3,2
CHEMBL1000755,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900075,IC50,12822.18,nM,4.89,BINDING,ChEMBL,332.3,0.9,4,1
CHEMBL1000756,CHEMBL219,D1 dopamine receptor,CHEMBL1900075,IC50,6401.91,nM,5.19,BINDING,ChEMBL,421.6,2.43,3,5
CHEMBL1000757,CHEMBL205,Histamine H2 receptor,CHEMBL1900075,IC50,25249.51,nM,4.6,BINDING,ChEMBL,219.1,2.18,1,4
CHEMBL1000758,CHEMBL302,Cyclooxygenase-1,CHEMBL1900075,Ki,9799.61,nM,5.01,BINDING,ChEMBL,359.2,4.21,4,1
CHEMBL1000759,CHEMBL388,Tumor necrosis factor,CHEMBL1900075,Ki,3326.81,nM,5.48,BINDING,ChEMBL,432.9,3.4,1,1
CHEMBL1000760,CHEMBL231,Histamine H1 receptor,CHEMBL1900076,Ki,1969.28,nM,5.71,BINDING,ChEMBL,374.9,1.29,3,0
CHEMBL1000761,CHEMBL218,Dopamine D2 receptor,CHEMBL1900076,IC50,34446.28,nM,4.46,BINDING,ChEMBL,414.5,-1.03,2,2
CHEMBL1000762,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900076,IC50,4036.9,nM,5.39,BINDING,ChEMBL,420.6,3.73,5,1
CHEMBL1000763,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900076,Ki,0.73,nM,9.14,BINDING,ChEMBL,236.1,4.79,1,2
CHEMBL1000764,CHEMBL219,D1 dopamine receptor,CHEMBL1900076,EC50,57.8,nM,7.24,BINDING,ChEMBL,394.1,2.37,2,2
CHEMBL1000765,CHEMBL205,Histamine H2 receptor,CHEMBL1900076,Ki,47.64,nM,7.32,BINDING,ChEMBL,315.7,3.47,3,1
CHEMBL1000766,CHEMBL302,Cyclooxygenase-1,CHEMBL1900076,EC50,358.49,nM,6.45,BINDING,ChEMBL,490.9,3.97,7,4
CHEMBL1000767,CHEMBL388,Tumor necrosis factor,CHEMBL1900076,EC50,772565.88,nM,3.11,BINDING,ChEMBL,319.9,2.88,4,3
CHEMBL1000768,CHEMBL231,Histamine H1 receptor,CHEMBL1900076,IC50,147176.24,nM,3.83,BINDING,ChEMBL,335.0,3.46,5,1
CHEMBL1000769,CHEMBL218,Dopamine D2 receptor,CHEMBL1900076,EC50,79111.63,nM,4.1,BINDING,ChEMBL,312.9,1.22,6,1
CHEMBL1000770,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900077,Ki,34.98,nM,7.46,BINDING,ChEMBL,381.7,2.36,4,3
CHEMBL1000771,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900077,EC50,2.26,nM,8.65,BINDING,ChEMBL,192.8,3.89,5,0
CHEMBL1000772,CHEMBL219,D1 dopamine receptor,CHEMBL1900077,Ki,4739.98,nM,5.32,BINDING,ChEMBL,303.7,2.85,2,1
CHEMBL1000773,CHEMBL205,Histamine H2 receptor,CHEMBL1900077,Ki,917.24,nM,6.04,BINDING,ChEMBL,333.7,0.32,4,1
CHEMBL1000774,CHEMBL302,Cyclooxygenase-1,CHEMBL1900077,Ki,18374.45,nM,4.74,BINDING,ChEMBL,362.6,2.73,4,1
CHEMBL1000775,CHEMBL388,Tumor necrosis factor,CHEMBL1900077,IC50,23.78,nM,7.62,BINDING,ChEMBL,361.4,1.3,4,1
CHEMBL1000776,CHEMBL231,Histamine H1 receptor,CHEMBL1900077,EC50,66304.62,nM,4.18,BINDING,ChEMBL,280.8,4.41,2,4
CHEMBL1000777,CHEMBL218,Dopamine D2 receptor,CHEMBL1900077,IC50,89254.61,nM,4.05,BINDING,ChEMBL,297.3,1.79,2,3
CHEMBL1000778,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900077,IC50,4708.72,nM,5.33,BINDING,ChEMBL,441.1,5.01,3,3
CHEMBL1000779,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900077,IC50,34.89,nM,7.46,BINDING,ChEMBL,445.7,4.64,3,2
CHEMBL1000780,CHEMBL219,D1 dopamine receptor,CHEMBL1900078,Ki,174.64,nM,6.76,BINDING,ChEMBL,350.2,3.2,3,1
CHEMBL1000781,CHEMBL205,Histamine H2 receptor,CHEMBL1900078,Ki,41006.02,nM,4.39,BINDING,ChEMBL,331.3,2.74,2,2
CHEMBL1000782,CHEMBL302,Cyclooxygenase-1,CHEMBL1900078,EC50,193.89,nM,6.71,BINDING,ChEMBL,279.4,0.77,4,5
CHEMBL1000783,CHEMBL388,Tumor necrosis factor,CHEMBL1900078,EC50,6078.66,nM,5.22,BINDING,ChEMBL,381.2,1.62,1,3
CHEMBL1000784,CHEMBL231,Histamine H1 receptor,CHEMBL1900078,IC50,7586.63,nM,5.12,BINDING,ChEMBL,356.1,3.06,6,0
CHEMBL1000785,CHEMBL218,Dopamine D2 receptor,CHEMBL1900078,EC50,0.43,nM,9.37,BINDING,ChEMBL,350.1,1.69,4,1
CHEMBL1000786,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900078,Ki,0.34,nM,9.47,BINDING,ChEMBL,351.3,1.32,2,3
CHEMBL1000787,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900078,EC50,97.5,nM,7.01,BINDING,ChEMBL,312.2,0.29,3,0
CHEMBL1000788,CHEMBL219,D1 dopamine receptor,CHEMBL1900078,IC50,56.78,nM,7.25,BINDING,ChEMBL,342.3,2.26,3,3
CHEMBL1000789,CHEMBL205,Histamine H2 receptor,CHEMBL1900078,IC50,9141.51,nM,5.04,BINDING,ChEMBL,399.1,3.87,3,2
CHEMBL1000790,CHEMBL302,Cyclooxygenase-1,CHEMBL1900079,EC50,1.09,nM,8.96,BINDING,ChEMBL,547.1,2.37,3,0
CHEMBL1000791,CHEMBL388,Tumor necrosis factor,CHEMBL1900079,IC50,0.88,nM,9.05,BINDING,ChEMBL,431.8,2.75,4,2
CHEMBL1000792,CHEMBL231,Histamine H1 receptor,CHEMBL1900079,Ki,48.03,nM,7.32,BINDING,ChEMBL,452.0,1.14,2,2
CHEMBL1000793,CHEMBL218,Dopamine D2 receptor,CHEMBL1900079,EC50,36.27,nM,7.44,BINDING,ChEMBL,370.2,0.14,3,1
CHEMBL1000794,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900079,EC50,64037.16,nM,4.19,BINDING,ChEMBL,412.4,1.09,6,3
CHEMBL1000795,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900079,EC50,133.22,nM,6.88,BINDING,ChEMBL,437.3,2.43,4,1
CHEMBL1000796,CHEMBL219,D1 dopamine receptor,CHEMBL1900079,EC50,334761.03,nM,3.48,BINDING,ChEMBL,419.7,2.89,5,6
CHEMBL1000797,CHEMBL205,Histamine H2 receptor,CHEMBL1900079,Ki,1000000.0,nM,3.0,BINDING,ChEMBL,451.7,2.36,0,1
CHEMBL1000798,CHEMBL302,Cyclooxygenase-1,CHEMBL1900079,EC50,38.87,nM,7.41,BINDING,ChEMBL,234.5,3.27,7,0
CHEMBL1000799,CHEMBL388,Tumor necrosis factor,CHEMBL1900079,Ki,154332.8,nM,3.81,BINDING,ChEMBL,379.7,1.44,5,2
CHEMBL1000800,CHEMBL231,Histamine H1 receptor,CHEMBL1900080,Ki,1468.86,nM,5.83,BINDING,ChEMBL,338.9,2.05,4,0
CHEMBL1000801,CHEMBL218,Dopamine D2 receptor,CHEMBL1900080,Ki,1408.01,nM,5.85,BINDING,ChEMBL,366.6,2.21,5,5
CHEMBL1000802,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900080,Ki,4160.8,nM,5.38,BINDING,ChEMBL,420.5,3.15,5,1
CHEMBL1000803,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900080,IC50,2013.72,nM,5.7,BINDING,ChEMBL,255.0,3.19,0,4
CHEMBL1000804,CHEMBL219,D1 dopamine receptor,CHEMBL1900080,Ki,8915.19,nM,5.05,BINDING,ChEMBL,464.7,0.85,0,3
